Source_Name,Target_Name,Action_Sentiment_immuneXpresso,NumPapers_immuneXpresso,Enrichment_Score_immuneXpresso,Source_cell_ontology_ID,ImmunoGlobe_reference
conventional dendritic cell,IL12,NA,NA,NA,CL_0000990,"111|Important cytokines and chemokines secreted by dendritic cells and macrophages in response to bacterial products include IL-1β, IL-6, CXCL8, IL-12, and TNF-α. TnF-α is an inducer of a local inlammatory response that helps to contain infections. It also has systemic effects, many of which are harmful (discussed in Section 3-20). The chemokine CXCL8 is also involved in the local inlammatory response, helping to attract neutrophils to the site of infection. IL-1β, IL-6, and TnF-α have a crucial role in inducing the acute-phase response in the liver and inducing fever, which favors effective host defense in various ways. IL-12 activates natural killer (nK) cells and favors the differentiation of CD4 T cells into the TH1 subset in adaptive immunity.  And figure 3.27,122|Group 1 ILCs (ILC1s) generate IFN-γ in response to activation by certain cytokines, in particular IL-12 and IL-18, made by dendritic cells and macrophages, and they function in protection against infection by viruses or intracellular pathogens.,125|NK cells that can kill sensitive targets can be isolated from uninfected individuals, but this activity is increased 20- to 100-fold when NK cells are exposed to IFN-α and IFN-β, or to IL-12, a cytokine produced by dendritic cells and macrophages during infection by many types of pathogens.,363|Activation of plasmacytoid dendritic cells through TLR-9 induces the expression of CD40 ligand (CD40L or CD154), a TNF-family transmembrane cytokine, which binds to CD40, a TNF-family receptor that is expressed by  activated conventional dendritic cells. This interaction enables conventional dendritic cells to sustain production of the pro-inflammatory cytokine IL-12, strengthening the IL-12-induced production of IFN-γ by T cells.,363|Normally, IL-12 made by conventional dendritic cells induces CD4 T cells to produce abundant IFN-γ, which helps macrophages kill the bacteria.,368|Figure 9.22,376|These T cells are now committed to becoming TH1 cells, and can be further activated by IL-12 produced by dendritic cells and macrophages to induce STAT4 signaling.,378|Thus, certain intracellular bacterial infections (for example, mycobacteria and Listeria) induce dendritic cells and macrophages to produce IL-12, favoring the emergence of TH1 effector cells.,451|As discussed in Chapter 3, ILC1s and related NK cells are characterized by their production of IFN-γ in response to IL-12 and IL-18 produced by pathogen-activated dendritic cells and macrophages.,470|Cytokines IL-12 and IL-18 made by dendritic cells can induce bystander CD8 T cells to produce IFN-g  And Figure 11.21,470|Right panels: activated dendritic cells also produce the cytokines IL-12 and IL-18, whose combined effect on CD8 T cells rapidly induces the production of IFN-γ (upper right panel). This activates macrophages for the destruction of intracellular bacteria and can promote antiviral responses in other cells (lower right panel).,518|As described in Section 9-8, activated dendritic cells will express high levels of co-stimulatory molecules and cytokines such as IL-1, IL-6, IL-12, and IL-23, and promote development of effector T cells.,811|Table Appendix III"
Langerhans cell,IL12,NA,NA,NA,CL_0000453,"111|Important cytokines and chemokines secreted by dendritic cells and macrophages in response to bacterial products include IL-1β, IL-6, CXCL8, IL-12, and TNF-α. TnF-α is an inducer of a local inlammatory response that helps to contain infections. It also has systemic effects, many of which are harmful (discussed in Section 3-20). The chemokine CXCL8 is also involved in the local inlammatory response, helping to attract neutrophils to the site of infection. IL-1β, IL-6, and TnF-α have a crucial role in inducing the acute-phase response in the liver and inducing fever, which favors effective host defense in various ways. IL-12 activates natural killer (nK) cells and favors the differentiation of CD4 T cells into the TH1 subset in adaptive immunity.  And figure 3.27,122|Group 1 ILCs (ILC1s) generate IFN-γ in response to activation by certain cytokines, in particular IL-12 and IL-18, made by dendritic cells and macrophages, and they function in protection against infection by viruses or intracellular pathogens.,125|NK cells that can kill sensitive targets can be isolated from uninfected individuals, but this activity is increased 20- to 100-fold when NK cells are exposed to IFN-α and IFN-β, or to IL-12, a cytokine produced by dendritic cells and macrophages during infection by many types of pathogens.,363|Activation of plasmacytoid dendritic cells through TLR-9 induces the expression of CD40 ligand (CD40L or CD154), a TNF-family transmembrane cytokine, which binds to CD40, a TNF-family receptor that is expressed by  activated conventional dendritic cells. This interaction enables conventional dendritic cells to sustain production of the pro-inflammatory cytokine IL-12, strengthening the IL-12-induced production of IFN-γ by T cells.,363|Normally, IL-12 made by conventional dendritic cells induces CD4 T cells to produce abundant IFN-γ, which helps macrophages kill the bacteria.,368|Figure 9.22,376|These T cells are now committed to becoming TH1 cells, and can be further activated by IL-12 produced by dendritic cells and macrophages to induce STAT4 signaling.,378|Thus, certain intracellular bacterial infections (for example, mycobacteria and Listeria) induce dendritic cells and macrophages to produce IL-12, favoring the emergence of TH1 effector cells.,451|As discussed in Chapter 3, ILC1s and related NK cells are characterized by their production of IFN-γ in response to IL-12 and IL-18 produced by pathogen-activated dendritic cells and macrophages.,470|Cytokines IL-12 and IL-18 made by dendritic cells can induce bystander CD8 T cells to produce IFN-g  And Figure 11.21,470|Right panels: activated dendritic cells also produce the cytokines IL-12 and IL-18, whose combined effect on CD8 T cells rapidly induces the production of IFN-γ (upper right panel). This activates macrophages for the destruction of intracellular bacteria and can promote antiviral responses in other cells (lower right panel).,518|As described in Section 9-8, activated dendritic cells will express high levels of co-stimulatory molecules and cytokines such as IL-1, IL-6, IL-12, and IL-23, and promote development of effector T cells.,811|Table Appendix III"
CD11b-positive dendritic cell,IL18,NA,NA,NA,CL_0002465,"122|Group 1 ILCs (ILC1s) generate IFN-γ in response to activation by certain cytokines, in particular IL-12 and IL-18, made by dendritic cells and macrophages, and they function in protection against infection by viruses or intracellular pathogens.,451|As discussed in Chapter 3, ILC1s and related NK cells are characterized by their production of IFN-γ in response to IL-12 and IL-18 produced by pathogen-activated dendritic cells and macrophages.,470|Cytokines IL-12 and IL-18 made by dendritic cells can induce bystander CD8 T cells to produce IFN-g  And Figure 11.21,470|Right panels: activated dendritic cells also produce the cytokines IL-12 and IL-18, whose combined effect on CD8 T cells rapidly induces the production of IFN-γ (upper right panel). This activates macrophages for the destruction of intracellular bacteria and can promote antiviral responses in other cells (lower right panel)."
CD8_alpha-positive CD11b-negative dendritic cell,IL18,NA,NA,NA,CL_0001000,"122|Group 1 ILCs (ILC1s) generate IFN-γ in response to activation by certain cytokines, in particular IL-12 and IL-18, made by dendritic cells and macrophages, and they function in protection against infection by viruses or intracellular pathogens.,451|As discussed in Chapter 3, ILC1s and related NK cells are characterized by their production of IFN-γ in response to IL-12 and IL-18 produced by pathogen-activated dendritic cells and macrophages.,470|Cytokines IL-12 and IL-18 made by dendritic cells can induce bystander CD8 T cells to produce IFN-g  And Figure 11.21,470|Right panels: activated dendritic cells also produce the cytokines IL-12 and IL-18, whose combined effect on CD8 T cells rapidly induces the production of IFN-γ (upper right panel). This activates macrophages for the destruction of intracellular bacteria and can promote antiviral responses in other cells (lower right panel)."
conventional dendritic cell,IL18,NA,NA,NA,CL_0000990,"122|Group 1 ILCs (ILC1s) generate IFN-γ in response to activation by certain cytokines, in particular IL-12 and IL-18, made by dendritic cells and macrophages, and they function in protection against infection by viruses or intracellular pathogens.,451|As discussed in Chapter 3, ILC1s and related NK cells are characterized by their production of IFN-γ in response to IL-12 and IL-18 produced by pathogen-activated dendritic cells and macrophages.,470|Cytokines IL-12 and IL-18 made by dendritic cells can induce bystander CD8 T cells to produce IFN-g  And Figure 11.21,470|Right panels: activated dendritic cells also produce the cytokines IL-12 and IL-18, whose combined effect on CD8 T cells rapidly induces the production of IFN-γ (upper right panel). This activates macrophages for the destruction of intracellular bacteria and can promote antiviral responses in other cells (lower right panel)."
Langerhans cell,IL18,NA,NA,NA,CL_0000453,"122|Group 1 ILCs (ILC1s) generate IFN-γ in response to activation by certain cytokines, in particular IL-12 and IL-18, made by dendritic cells and macrophages, and they function in protection against infection by viruses or intracellular pathogens.,451|As discussed in Chapter 3, ILC1s and related NK cells are characterized by their production of IFN-γ in response to IL-12 and IL-18 produced by pathogen-activated dendritic cells and macrophages.,470|Cytokines IL-12 and IL-18 made by dendritic cells can induce bystander CD8 T cells to produce IFN-g  And Figure 11.21,470|Right panels: activated dendritic cells also produce the cytokines IL-12 and IL-18, whose combined effect on CD8 T cells rapidly induces the production of IFN-γ (upper right panel). This activates macrophages for the destruction of intracellular bacteria and can promote antiviral responses in other cells (lower right panel)."
myeloid dendritic cell,IL18,NA,NA,NA,CL_0000782,"122|Group 1 ILCs (ILC1s) generate IFN-γ in response to activation by certain cytokines, in particular IL-12 and IL-18, made by dendritic cells and macrophages, and they function in protection against infection by viruses or intracellular pathogens.,451|As discussed in Chapter 3, ILC1s and related NK cells are characterized by their production of IFN-γ in response to IL-12 and IL-18 produced by pathogen-activated dendritic cells and macrophages.,470|Cytokines IL-12 and IL-18 made by dendritic cells can induce bystander CD8 T cells to produce IFN-g  And Figure 11.21,470|Right panels: activated dendritic cells also produce the cytokines IL-12 and IL-18, whose combined effect on CD8 T cells rapidly induces the production of IFN-γ (upper right panel). This activates macrophages for the destruction of intracellular bacteria and can promote antiviral responses in other cells (lower right panel)."
CD11b-positive dendritic cell,IL1b,NA,NA,NA,CL_0002465,"111|Important cytokines and chemokines secreted by dendritic cells and macrophages in response to bacterial products include IL-1β, IL-6, CXCL8, IL-12, and TNF-α. TnF-α is an inducer of a local inlammatory response that helps to contain infections. It also has systemic effects, many of which are harmful (discussed in Section 3-20). The chemokine CXCL8 is also involved in the local inlammatory response, helping to attract neutrophils to the site of infection. IL-1β, IL-6, and TnF-α have a crucial role in inducing the acute-phase response in the liver and inducing fever, which favors effective host defense in various ways. IL-12 activates natural killer (nK) cells and favors the differentiation of CD4 T cells into the TH1 subset in adaptive immunity.  And figure 3.27"
CD8_alpha-positive CD11b-negative dendritic cell,IL1b,NA,NA,NA,CL_0001000,"111|Important cytokines and chemokines secreted by dendritic cells and macrophages in response to bacterial products include IL-1β, IL-6, CXCL8, IL-12, and TNF-α. TnF-α is an inducer of a local inlammatory response that helps to contain infections. It also has systemic effects, many of which are harmful (discussed in Section 3-20). The chemokine CXCL8 is also involved in the local inlammatory response, helping to attract neutrophils to the site of infection. IL-1β, IL-6, and TnF-α have a crucial role in inducing the acute-phase response in the liver and inducing fever, which favors effective host defense in various ways. IL-12 activates natural killer (nK) cells and favors the differentiation of CD4 T cells into the TH1 subset in adaptive immunity.  And figure 3.27"
conventional dendritic cell,IL1b,NA,NA,NA,CL_0000990,"111|Important cytokines and chemokines secreted by dendritic cells and macrophages in response to bacterial products include IL-1β, IL-6, CXCL8, IL-12, and TNF-α. TnF-α is an inducer of a local inlammatory response that helps to contain infections. It also has systemic effects, many of which are harmful (discussed in Section 3-20). The chemokine CXCL8 is also involved in the local inlammatory response, helping to attract neutrophils to the site of infection. IL-1β, IL-6, and TnF-α have a crucial role in inducing the acute-phase response in the liver and inducing fever, which favors effective host defense in various ways. IL-12 activates natural killer (nK) cells and favors the differentiation of CD4 T cells into the TH1 subset in adaptive immunity.  And figure 3.27"
Langerhans cell,IL1b,NA,NA,NA,CL_0000453,"111|Important cytokines and chemokines secreted by dendritic cells and macrophages in response to bacterial products include IL-1β, IL-6, CXCL8, IL-12, and TNF-α. TnF-α is an inducer of a local inlammatory response that helps to contain infections. It also has systemic effects, many of which are harmful (discussed in Section 3-20). The chemokine CXCL8 is also involved in the local inlammatory response, helping to attract neutrophils to the site of infection. IL-1β, IL-6, and TnF-α have a crucial role in inducing the acute-phase response in the liver and inducing fever, which favors effective host defense in various ways. IL-12 activates natural killer (nK) cells and favors the differentiation of CD4 T cells into the TH1 subset in adaptive immunity.  And figure 3.27"
myeloid dendritic cell,IL1b,NA,NA,NA,CL_0000782,"111|Important cytokines and chemokines secreted by dendritic cells and macrophages in response to bacterial products include IL-1β, IL-6, CXCL8, IL-12, and TNF-α. TnF-α is an inducer of a local inlammatory response that helps to contain infections. It also has systemic effects, many of which are harmful (discussed in Section 3-20). The chemokine CXCL8 is also involved in the local inlammatory response, helping to attract neutrophils to the site of infection. IL-1β, IL-6, and TnF-α have a crucial role in inducing the acute-phase response in the liver and inducing fever, which favors effective host defense in various ways. IL-12 activates natural killer (nK) cells and favors the differentiation of CD4 T cells into the TH1 subset in adaptive immunity.  And figure 3.27"
CD11b-positive dendritic cell,IL23,NA,NA,NA,CL_0002465,"368|Figure 9.22,465|As discussed in Chapter 9, the development of TH17 cells is induced by the combined actions of TGF-β and the pro-inflammatory cytokines IL-6, IL-1, and IL-23 (see Fig. 9.31). The latter is preferentially produced by CD103+CD11b+ conventional dendritic cells that recognize MAMPs produced by extracellular bacteria, such as flagellin, which is recognized by TLR5; or MAMPs produced by fungi, such as β-glucan polymers of glucose expressed by yeast and fungi that are recognized by Dectin-1.,503|In mice, the most abundant subset of dendritic cells in the Peyer’s patch expresses CD11b (αM integrin) and, when activated, tends to produce IL-23. This promotes development of TH17 cells and stimulates ILC3 cells, both of which produce IL-17 and IL-22 (see Sections 3-23 and 11-2).,510|In response to IL-23 secreted by local dendritic cells, ILC3s produce IL-22, which stimulates the epithelium to generate antimicrobial peptides that promote local defense against bacterial and fungal pathogens in the intestine.,518|As described in Section 9-8, activated dendritic cells will express high levels of co-stimulatory molecules and cytokines such as IL-1, IL-6, IL-12, and IL-23, and promote development of effector T cells.,523|Flagellin present on many intestinal bacterial species can stimulate TLR-5 on mucosal CD11b-expressing dendritic cells, inducing the production of IL-6 and IL-23 and favoring TH17 and IgA responses.,524|Figure 12.23,812|Table Appendix III"
CD8_alpha-positive CD11b-negative dendritic cell,IL23,NA,NA,NA,CL_0001000,"368|Figure 9.22,465|As discussed in Chapter 9, the development of TH17 cells is induced by the combined actions of TGF-β and the pro-inflammatory cytokines IL-6, IL-1, and IL-23 (see Fig. 9.31). The latter is preferentially produced by CD103+CD11b+ conventional dendritic cells that recognize MAMPs produced by extracellular bacteria, such as flagellin, which is recognized by TLR5; or MAMPs produced by fungi, such as β-glucan polymers of glucose expressed by yeast and fungi that are recognized by Dectin-1.,503|In mice, the most abundant subset of dendritic cells in the Peyer’s patch expresses CD11b (αM integrin) and, when activated, tends to produce IL-23. This promotes development of TH17 cells and stimulates ILC3 cells, both of which produce IL-17 and IL-22 (see Sections 3-23 and 11-2).,510|In response to IL-23 secreted by local dendritic cells, ILC3s produce IL-22, which stimulates the epithelium to generate antimicrobial peptides that promote local defense against bacterial and fungal pathogens in the intestine.,518|As described in Section 9-8, activated dendritic cells will express high levels of co-stimulatory molecules and cytokines such as IL-1, IL-6, IL-12, and IL-23, and promote development of effector T cells.,523|Flagellin present on many intestinal bacterial species can stimulate TLR-5 on mucosal CD11b-expressing dendritic cells, inducing the production of IL-6 and IL-23 and favoring TH17 and IgA responses.,524|Figure 12.23,812|Table Appendix III"
conventional dendritic cell,IL23,NA,NA,NA,CL_0000990,"368|Figure 9.22,465|As discussed in Chapter 9, the development of TH17 cells is induced by the combined actions of TGF-β and the pro-inflammatory cytokines IL-6, IL-1, and IL-23 (see Fig. 9.31). The latter is preferentially produced by CD103+CD11b+ conventional dendritic cells that recognize MAMPs produced by extracellular bacteria, such as flagellin, which is recognized by TLR5; or MAMPs produced by fungi, such as β-glucan polymers of glucose expressed by yeast and fungi that are recognized by Dectin-1.,503|In mice, the most abundant subset of dendritic cells in the Peyer’s patch expresses CD11b (αM integrin) and, when activated, tends to produce IL-23. This promotes development of TH17 cells and stimulates ILC3 cells, both of which produce IL-17 and IL-22 (see Sections 3-23 and 11-2).,510|In response to IL-23 secreted by local dendritic cells, ILC3s produce IL-22, which stimulates the epithelium to generate antimicrobial peptides that promote local defense against bacterial and fungal pathogens in the intestine.,518|As described in Section 9-8, activated dendritic cells will express high levels of co-stimulatory molecules and cytokines such as IL-1, IL-6, IL-12, and IL-23, and promote development of effector T cells.,523|Flagellin present on many intestinal bacterial species can stimulate TLR-5 on mucosal CD11b-expressing dendritic cells, inducing the production of IL-6 and IL-23 and favoring TH17 and IgA responses.,524|Figure 12.23,812|Table Appendix III"
Langerhans cell,IL23,NA,NA,NA,CL_0000453,"368|Figure 9.22,465|As discussed in Chapter 9, the development of TH17 cells is induced by the combined actions of TGF-β and the pro-inflammatory cytokines IL-6, IL-1, and IL-23 (see Fig. 9.31). The latter is preferentially produced by CD103+CD11b+ conventional dendritic cells that recognize MAMPs produced by extracellular bacteria, such as flagellin, which is recognized by TLR5; or MAMPs produced by fungi, such as β-glucan polymers of glucose expressed by yeast and fungi that are recognized by Dectin-1.,503|In mice, the most abundant subset of dendritic cells in the Peyer’s patch expresses CD11b (αM integrin) and, when activated, tends to produce IL-23. This promotes development of TH17 cells and stimulates ILC3 cells, both of which produce IL-17 and IL-22 (see Sections 3-23 and 11-2).,510|In response to IL-23 secreted by local dendritic cells, ILC3s produce IL-22, which stimulates the epithelium to generate antimicrobial peptides that promote local defense against bacterial and fungal pathogens in the intestine.,518|As described in Section 9-8, activated dendritic cells will express high levels of co-stimulatory molecules and cytokines such as IL-1, IL-6, IL-12, and IL-23, and promote development of effector T cells.,523|Flagellin present on many intestinal bacterial species can stimulate TLR-5 on mucosal CD11b-expressing dendritic cells, inducing the production of IL-6 and IL-23 and favoring TH17 and IgA responses.,524|Figure 12.23,812|Table Appendix III"
myeloid dendritic cell,IL23,NA,NA,NA,CL_0000782,"368|Figure 9.22,465|As discussed in Chapter 9, the development of TH17 cells is induced by the combined actions of TGF-β and the pro-inflammatory cytokines IL-6, IL-1, and IL-23 (see Fig. 9.31). The latter is preferentially produced by CD103+CD11b+ conventional dendritic cells that recognize MAMPs produced by extracellular bacteria, such as flagellin, which is recognized by TLR5; or MAMPs produced by fungi, such as β-glucan polymers of glucose expressed by yeast and fungi that are recognized by Dectin-1.,503|In mice, the most abundant subset of dendritic cells in the Peyer’s patch expresses CD11b (αM integrin) and, when activated, tends to produce IL-23. This promotes development of TH17 cells and stimulates ILC3 cells, both of which produce IL-17 and IL-22 (see Sections 3-23 and 11-2).,510|In response to IL-23 secreted by local dendritic cells, ILC3s produce IL-22, which stimulates the epithelium to generate antimicrobial peptides that promote local defense against bacterial and fungal pathogens in the intestine.,518|As described in Section 9-8, activated dendritic cells will express high levels of co-stimulatory molecules and cytokines such as IL-1, IL-6, IL-12, and IL-23, and promote development of effector T cells.,523|Flagellin present on many intestinal bacterial species can stimulate TLR-5 on mucosal CD11b-expressing dendritic cells, inducing the production of IL-6 and IL-23 and favoring TH17 and IgA responses.,524|Figure 12.23,812|Table Appendix III"
CD11b-positive dendritic cell,IL27,NA,NA,NA,CL_0002465,812|Table Appendix III
CD8_alpha-positive CD11b-negative dendritic cell,IL27,NA,NA,NA,CL_0001000,812|Table Appendix III
conventional dendritic cell,IL27,NA,NA,NA,CL_0000990,812|Table Appendix III
Langerhans cell,IL27,NA,NA,NA,CL_0000453,812|Table Appendix III
myeloid dendritic cell,IL27,NA,NA,NA,CL_0000782,812|Table Appendix III
CD11b-positive dendritic cell,IL28,NA,NA,NA,CL_0002465,812|Table Appendix III
CD8_alpha-positive CD11b-negative dendritic cell,IL28,NA,NA,NA,CL_0001000,812|Table Appendix III
conventional dendritic cell,IL28,NA,NA,NA,CL_0000990,812|Table Appendix III
Langerhans cell,IL28,NA,NA,NA,CL_0000453,812|Table Appendix III
myeloid dendritic cell,IL28,NA,NA,NA,CL_0000782,812|Table Appendix III
CD11b-positive dendritic cell,IL29,NA,NA,NA,CL_0002465,812|Table Appendix III
CD8_alpha-positive CD11b-negative dendritic cell,IL29,NA,NA,NA,CL_0001000,812|Table Appendix III
conventional dendritic cell,IL29,NA,NA,NA,CL_0000990,812|Table Appendix III
Langerhans cell,IL29,NA,NA,NA,CL_0000453,812|Table Appendix III
myeloid dendritic cell,IL29,NA,NA,NA,CL_0000782,812|Table Appendix III
CD11b-positive dendritic cell,IL37,NA,NA,NA,CL_0002465,813|Table Appendix III
CD8_alpha-positive CD11b-negative dendritic cell,IL37,NA,NA,NA,CL_0001000,813|Table Appendix III
conventional dendritic cell,IL37,NA,NA,NA,CL_0000990,813|Table Appendix III
Langerhans cell,IL37,NA,NA,NA,CL_0000453,813|Table Appendix III
myeloid dendritic cell,IL37,NA,NA,NA,CL_0000782,813|Table Appendix III
CD11b-positive dendritic cell,IL4,NA,NA,NA,CL_0002465,368|Figure 9.22
CD8_alpha-positive CD11b-negative dendritic cell,IL4,NA,NA,NA,CL_0001000,368|Figure 9.22
conventional dendritic cell,IL4,NA,NA,NA,CL_0000990,368|Figure 9.22
Langerhans cell,IL4,NA,NA,NA,CL_0000453,368|Figure 9.22
myeloid dendritic cell,IL4,NA,NA,NA,CL_0000782,368|Figure 9.22
myeloid dendritic cell,IL6,Positive,2,6.28,CL_0000782,"111|Important cytokines and chemokines secreted by dendritic cells and macrophages in response to bacterial products include IL-1β, IL-6, CXCL8, IL-12, and TNF-α. TnF-α is an inducer of a local inlammatory response that helps to contain infections. It also has systemic effects, many of which are harmful (discussed in Section 3-20). The chemokine CXCL8 is also involved in the local inlammatory response, helping to attract neutrophils to the site of infection. IL-1β, IL-6, and TnF-α have a crucial role in inducing the acute-phase response in the liver and inducing fever, which favors effective host defense in various ways. IL-12 activates natural killer (nK) cells and favors the differentiation of CD4 T cells into the TH1 subset in adaptive immunity.  And figure 3.27,368|Figure 9.22,375|IL-6 produced by dendritic cells acts with transforming growth factor-β (TGF-β) to induce differentiation of TH17 cells, which upregulate expression of the IL-23 receptor and become responsive to IL-23.,518|As described in Section 9-8, activated dendritic cells will express high levels of co-stimulatory molecules and cytokines such as IL-1, IL-6, IL-12, and IL-23, and promote development of effector T cells.,523|Flagellin present on many intestinal bacterial species can stimulate TLR-5 on mucosal CD11b-expressing dendritic cells, inducing the production of IL-6 and IL-23 and favoring TH17 and IgA responses.,524|Figure 12.23"
CD11b-positive dendritic cell,IL6,NA,NA,NA,CL_0002465,"111|Important cytokines and chemokines secreted by dendritic cells and macrophages in response to bacterial products include IL-1β, IL-6, CXCL8, IL-12, and TNF-α. TnF-α is an inducer of a local inlammatory response that helps to contain infections. It also has systemic effects, many of which are harmful (discussed in Section 3-20). The chemokine CXCL8 is also involved in the local inlammatory response, helping to attract neutrophils to the site of infection. IL-1β, IL-6, and TnF-α have a crucial role in inducing the acute-phase response in the liver and inducing fever, which favors effective host defense in various ways. IL-12 activates natural killer (nK) cells and favors the differentiation of CD4 T cells into the TH1 subset in adaptive immunity.  And figure 3.27,368|Figure 9.22,375|IL-6 produced by dendritic cells acts with transforming growth factor-β (TGF-β) to induce differentiation of TH17 cells, which upregulate expression of the IL-23 receptor and become responsive to IL-23.,518|As described in Section 9-8, activated dendritic cells will express high levels of co-stimulatory molecules and cytokines such as IL-1, IL-6, IL-12, and IL-23, and promote development of effector T cells.,523|Flagellin present on many intestinal bacterial species can stimulate TLR-5 on mucosal CD11b-expressing dendritic cells, inducing the production of IL-6 and IL-23 and favoring TH17 and IgA responses.,524|Figure 12.23"
CD8_alpha-positive CD11b-negative dendritic cell,IL6,NA,NA,NA,CL_0001000,"111|Important cytokines and chemokines secreted by dendritic cells and macrophages in response to bacterial products include IL-1β, IL-6, CXCL8, IL-12, and TNF-α. TnF-α is an inducer of a local inlammatory response that helps to contain infections. It also has systemic effects, many of which are harmful (discussed in Section 3-20). The chemokine CXCL8 is also involved in the local inlammatory response, helping to attract neutrophils to the site of infection. IL-1β, IL-6, and TnF-α have a crucial role in inducing the acute-phase response in the liver and inducing fever, which favors effective host defense in various ways. IL-12 activates natural killer (nK) cells and favors the differentiation of CD4 T cells into the TH1 subset in adaptive immunity.  And figure 3.27,368|Figure 9.22,375|IL-6 produced by dendritic cells acts with transforming growth factor-β (TGF-β) to induce differentiation of TH17 cells, which upregulate expression of the IL-23 receptor and become responsive to IL-23.,518|As described in Section 9-8, activated dendritic cells will express high levels of co-stimulatory molecules and cytokines such as IL-1, IL-6, IL-12, and IL-23, and promote development of effector T cells.,523|Flagellin present on many intestinal bacterial species can stimulate TLR-5 on mucosal CD11b-expressing dendritic cells, inducing the production of IL-6 and IL-23 and favoring TH17 and IgA responses.,524|Figure 12.23"
conventional dendritic cell,IL6,NA,NA,NA,CL_0000990,"111|Important cytokines and chemokines secreted by dendritic cells and macrophages in response to bacterial products include IL-1β, IL-6, CXCL8, IL-12, and TNF-α. TnF-α is an inducer of a local inlammatory response that helps to contain infections. It also has systemic effects, many of which are harmful (discussed in Section 3-20). The chemokine CXCL8 is also involved in the local inlammatory response, helping to attract neutrophils to the site of infection. IL-1β, IL-6, and TnF-α have a crucial role in inducing the acute-phase response in the liver and inducing fever, which favors effective host defense in various ways. IL-12 activates natural killer (nK) cells and favors the differentiation of CD4 T cells into the TH1 subset in adaptive immunity.  And figure 3.27,368|Figure 9.22,375|IL-6 produced by dendritic cells acts with transforming growth factor-β (TGF-β) to induce differentiation of TH17 cells, which upregulate expression of the IL-23 receptor and become responsive to IL-23.,518|As described in Section 9-8, activated dendritic cells will express high levels of co-stimulatory molecules and cytokines such as IL-1, IL-6, IL-12, and IL-23, and promote development of effector T cells.,523|Flagellin present on many intestinal bacterial species can stimulate TLR-5 on mucosal CD11b-expressing dendritic cells, inducing the production of IL-6 and IL-23 and favoring TH17 and IgA responses.,524|Figure 12.23"
Langerhans cell,IL6,NA,NA,NA,CL_0000453,"111|Important cytokines and chemokines secreted by dendritic cells and macrophages in response to bacterial products include IL-1β, IL-6, CXCL8, IL-12, and TNF-α. TnF-α is an inducer of a local inlammatory response that helps to contain infections. It also has systemic effects, many of which are harmful (discussed in Section 3-20). The chemokine CXCL8 is also involved in the local inlammatory response, helping to attract neutrophils to the site of infection. IL-1β, IL-6, and TnF-α have a crucial role in inducing the acute-phase response in the liver and inducing fever, which favors effective host defense in various ways. IL-12 activates natural killer (nK) cells and favors the differentiation of CD4 T cells into the TH1 subset in adaptive immunity.  And figure 3.27,368|Figure 9.22,375|IL-6 produced by dendritic cells acts with transforming growth factor-β (TGF-β) to induce differentiation of TH17 cells, which upregulate expression of the IL-23 receptor and become responsive to IL-23.,518|As described in Section 9-8, activated dendritic cells will express high levels of co-stimulatory molecules and cytokines such as IL-1, IL-6, IL-12, and IL-23, and promote development of effector T cells.,523|Flagellin present on many intestinal bacterial species can stimulate TLR-5 on mucosal CD11b-expressing dendritic cells, inducing the production of IL-6 and IL-23 and favoring TH17 and IgA responses.,524|Figure 12.23"
CD11b-positive dendritic cell,TGFb,NA,NA,NA,CL_0002465,"504|The induction of regulatory T cells in intestinal tissues is assisted by transforming growth factor-β (TGF-β), which is produced by dendritic cells.,505|The anti-inflammatory behavior of mucosal dendritic cells in the healthy gut is promoted by factors that are constitutively produced in the mucosal environment. These include thymic stromal lymphopoietin (TSLP), TGF-β produced by dendritic and epithelial cells, prostaglandin PGE2 produced by stromal cells, and IL-10 produced by intestinal macrophages and CD4 T cells."
CD8_alpha-positive CD11b-negative dendritic cell,TGFb,NA,NA,NA,CL_0001000,"504|The induction of regulatory T cells in intestinal tissues is assisted by transforming growth factor-β (TGF-β), which is produced by dendritic cells.,505|The anti-inflammatory behavior of mucosal dendritic cells in the healthy gut is promoted by factors that are constitutively produced in the mucosal environment. These include thymic stromal lymphopoietin (TSLP), TGF-β produced by dendritic and epithelial cells, prostaglandin PGE2 produced by stromal cells, and IL-10 produced by intestinal macrophages and CD4 T cells."
conventional dendritic cell,TGFb,NA,NA,NA,CL_0000990,"504|The induction of regulatory T cells in intestinal tissues is assisted by transforming growth factor-β (TGF-β), which is produced by dendritic cells.,505|The anti-inflammatory behavior of mucosal dendritic cells in the healthy gut is promoted by factors that are constitutively produced in the mucosal environment. These include thymic stromal lymphopoietin (TSLP), TGF-β produced by dendritic and epithelial cells, prostaglandin PGE2 produced by stromal cells, and IL-10 produced by intestinal macrophages and CD4 T cells."
Langerhans cell,TGFb,NA,NA,NA,CL_0000453,"504|The induction of regulatory T cells in intestinal tissues is assisted by transforming growth factor-β (TGF-β), which is produced by dendritic cells.,505|The anti-inflammatory behavior of mucosal dendritic cells in the healthy gut is promoted by factors that are constitutively produced in the mucosal environment. These include thymic stromal lymphopoietin (TSLP), TGF-β produced by dendritic and epithelial cells, prostaglandin PGE2 produced by stromal cells, and IL-10 produced by intestinal macrophages and CD4 T cells."
